station1,station2,connected,temps_trajet_min,pollution_moyenne,pollution_station1,pollution_station2,lat_station1,lon_station1,lat_station2,lon_station2,ligne_metro
Bourse,Sentier,True,0.49,2.0,MOYENNE,MOYENNE,48.86879284393317,2.340678546975881,48.86728343166051,2.347513710821989,Métro 3
Gallieni,Porte de Bagnolet,True,0.49,1.5,FAIBLE,MOYENNE,48.86539746068654,2.415921484287642,48.86453937293447,2.4087542211895427,Métro 3
Gambetta,Porte de Bagnolet,True,0.77,2.0,MOYENNE,MOYENNE,48.86497267606974,2.3973588775666475,48.86453937293447,2.4087542211895427,Métro 3
Gambetta,Père Lachaise,True,0.79,2.0,MOYENNE,MOYENNE,48.86497267606974,2.3973588775666475,48.86296417435419,2.386157046298338,Métro 3
Père Lachaise,Rue Saint-Maur,True,0.4,2.0,MOYENNE,MOYENNE,48.86296417435419,2.386157046298338,48.86413108020325,2.380486332251813,Métro 3
Réaumur - Sébastopol,Sentier,True,0.32,2.0,MOYENNE,MOYENNE,48.86628268363084,2.3520239377964742,48.86728343166051,2.347513710821989,Métro 3
Temple,République,True,0.19,2.0,MOYENNE,MOYENNE,48.86668483219092,2.361589378332189,48.86720306822776,2.364333297545428,Métro 3
Louise Michel,Porte de Champerret,True,0.39,2.0,MOYENNE,MOYENNE,48.88853900119613,2.2882778490679767,48.885652393133846,2.2921124821588448,Métro 3
Louise Michel,Anatole France,True,0.44,1.5,MOYENNE,FAIBLE,48.88853900119613,2.2882778490679767,48.892206617614,2.28498169634032,Métro 3
Pereire,Porte de Champerret,True,0.39,2.0,MOYENNE,MOYENNE,48.88492986463719,2.297701123838181,48.885652393133846,2.2921124821588448,Métro 3
Pereire,Wagram,True,0.48,2.0,MOYENNE,MOYENNE,48.88492986463719,2.297701123838181,48.8838463907272,2.304673087584434,Métro 3
Quatre Septembre,Opéra,True,0.4,2.0,MOYENNE,MOYENNE,48.86959592111917,2.3362786423248583,48.87150983278418,2.331128974301561,Métro 3
Rue Saint-Maur,Parmentier,True,0.41,2.0,MOYENNE,MOYENNE,48.86413108020325,2.380486332251813,48.86524326053047,2.3747205969196896,Métro 3
Saint-Lazare,Havre-Caumartin,True,0.25,1.5,MOYENNE,FAIBLE,48.87496650103443,2.3244924701707954,48.87346783937801,2.327462798423509,Métro 3
Saint-Lazare,Europe,True,0.42,1.5,MOYENNE,FAIBLE,48.87496650103443,2.3244924701707954,48.87875316404477,2.32218591952051,Métro 3
Wagram,Malesherbes,True,0.34,2.0,MOYENNE,MOYENNE,48.8838463907272,2.304673087584434,48.88284002257779,2.309487846960011,Métro 3
Parmentier,République,True,0.73,2.0,MOYENNE,MOYENNE,48.86524326053047,2.3747205969196896,48.86720306822776,2.364333297545428,Métro 3
Villiers,Malesherbes,True,0.47,2.0,MOYENNE,MOYENNE,48.88107318307563,2.315815092646378,48.88284002257779,2.309487846960011,Métro 3
Villiers,Europe,True,0.49,1.5,MOYENNE,FAIBLE,48.88107318307563,2.315815092646378,48.87875316404477,2.32218591952051,Métro 3
Anatole France,Pont de Levallois - Bécon,True,0.6,1.0,FAIBLE,FAIBLE,48.892206617614,2.28498169634032,48.89722831603318,2.28030375318625,Métro 3
Havre-Caumartin,Opéra,True,0.32,1.5,FAIBLE,MOYENNE,48.87346783937801,2.327462798423509,48.87150983278418,2.331128974301561,Métro 3
Saint-Fargeau,Pelleport,True,0.4,2.0,MOYENNE,MOYENNE,48.87184337222297,2.4044981831688688,48.86842046799948,2.40160636134298,Métro 3B
Saint-Fargeau,Porte des Lilas,True,0.52,2.0,MOYENNE,MOYENNE,48.87184337222297,2.4044981831688688,48.87663999703494,2.4069512666209,Métro 3B
Gambetta,Pelleport,True,0.41,2.0,MOYENNE,MOYENNE,48.865032564464,2.398537305704572,48.86842046799948,2.40160636134298,Métro 3B
Barbès - Rochechouart,Château Rouge,True,0.39,1.0,FAIBLE,FAIBLE,48.88340206048623,2.349629927853002,48.88724193064896,2.34958196802566,Métro 4
Barbès - Rochechouart,Gare du Nord,True,0.63,1.5,FAIBLE,MOYENNE,48.88340206048623,2.349629927853002,48.879510553130615,2.356768884572096,Métro 4
Château Rouge,Marcadet - Poissonniers,True,0.41,1.0,FAIBLE,FAIBLE,48.88724193064896,2.34958196802566,48.89127969913649,2.3495451670385634,Métro 4
Etienne Marcel,Les Halles,True,0.23,1.0,FAIBLE,FAIBLE,48.86370301202431,2.3489761968791085,48.86252665962869,2.34600573656331,Métro 4
Etienne Marcel,Réaumur - Sébastopol,True,0.34,1.0,FAIBLE,FAIBLE,48.86370301202431,2.3489761968791085,48.866077771215046,2.352381731140252,Métro 4
Gare de l'Est,Gare du Nord,True,0.34,1.5,FAIBLE,MOYENNE,48.87627821831841,2.3577495818204395,48.879510553130615,2.356768884572096,Métro 4
Gare de l'Est,Château d'Eau,True,0.41,1.0,FAIBLE,FAIBLE,48.87627821831841,2.3577495818204395,48.87247308911766,2.355901449780536,Métro 4
Marcadet - Poissonniers,Simplon,True,0.29,1.0,FAIBLE,FAIBLE,48.89127969913649,2.3495451670385634,48.8938152613519,2.347794968187123,Métro 4
Porte d'Orléans,Alésia,True,0.5,1.5,MOYENNE,FAIBLE,48.82339460262072,2.325623760353114,48.82815215770352,2.3271926250651647,Métro 4
Porte d'Orléans,Mairie de Montrouge,True,0.65,2.0,MOYENNE,MOYENNE,48.82339460262072,2.325623760353114,48.81847190007368,2.319523835754741,Métro 4
Vavin,Raspail,True,0.32,1.0,FAIBLE,FAIBLE,48.84205232329236,2.3288628540691043,48.83915635952557,2.330466993719873,Métro 4
Vavin,Montparnasse Bienvenue,True,0.36,1.0,FAIBLE,FAIBLE,48.84205232329236,2.3288628540691043,48.84385251452581,2.3243294607791096,Métro 4
Les Halles,Châtelet,True,0.3,1.5,FAIBLE,MOYENNE,48.86252665962869,2.34600573656331,48.859661211559086,2.3466414308440138,Métro 4
Mouton-Duvernet,Denfert-Rochereau,True,0.31,1.0,FAIBLE,FAIBLE,48.831382009093616,2.32979034782274,48.83392232305997,2.332128160437612,Métro 4
Mouton-Duvernet,Alésia,True,0.38,1.0,FAIBLE,FAIBLE,48.831382009093616,2.32979034782274,48.82815215770352,2.3271926250651647,Métro 4
Raspail,Denfert-Rochereau,True,0.55,1.0,FAIBLE,FAIBLE,48.83915635952557,2.330466993719873,48.83392232305997,2.332128160437612,Métro 4
Réaumur - Sébastopol,Strasbourg - Saint-Denis,True,0.39,1.0,FAIBLE,FAIBLE,48.866077771215046,2.352381731140252,48.86962358263758,2.354491616563834,Métro 4
Bagneux - Lucie Aubrac,Barbara,True,0.64,1.0,FAIBLE,FAIBLE,48.80354822259104,2.317458362049886,48.80979025430712,2.3174992240284045,Métro 4
Château d'Eau,Strasbourg - Saint-Denis,True,0.31,1.0,FAIBLE,FAIBLE,48.87247308911766,2.355901449780536,48.86962358263758,2.354491616563834,Métro 4
Cité,Saint-Michel,True,0.26,1.5,MOYENNE,FAIBLE,48.85493384910671,2.3472322349319112,48.85359407756809,2.343991799033288,Métro 4
Cité,Châtelet,True,0.49,2.0,MOYENNE,MOYENNE,48.85493384910671,2.3472322349319112,48.859661211559086,2.3466414308440138,Métro 4
Simplon,Porte de Clignancourt,True,0.44,1.5,FAIBLE,MOYENNE,48.8938152613519,2.347794968187123,48.897525631278015,2.344624099102791,Métro 4
Barbara,Mairie de Montrouge,True,0.9,1.5,FAIBLE,MOYENNE,48.80979025430712,2.3174992240284045,48.81847190007368,2.319523835754741,Métro 4
Montparnasse Bienvenue,Saint-Placide,True,0.37,1.0,FAIBLE,FAIBLE,48.84385251452581,2.3243294607791096,48.84700665158937,2.327054815066312,Métro 4
Saint-Placide,Saint-Sulpice,True,0.5,1.0,FAIBLE,FAIBLE,48.84700665158937,2.327054815066312,48.85113858957915,2.330953550650454,Métro 4
Odéon,Saint-Michel,True,0.34,1.0,FAIBLE,FAIBLE,48.85210334038093,2.339486020317896,48.85359407756809,2.343991799033288,Métro 4
Odéon,Saint-Germain-des-Prés,True,0.41,1.0,FAIBLE,FAIBLE,48.85210334038093,2.339486020317896,48.85367371343323,2.333987429134225,Métro 4
Saint-Germain-des-Prés,Saint-Sulpice,True,0.33,1.0,FAIBLE,FAIBLE,48.85367371343323,2.333987429134225,48.85113858957915,2.330953550650454,Métro 4
Eglise de Pantin,Hoche,True,0.7,2.0,MOYENNE,MOYENNE,48.893163974098265,2.413119553706935,48.8914957494373,2.403114154894396,Métro 5
Eglise de Pantin,Bobigny-Pantin - Raymond Queneau,True,0.93,2.0,MOYENNE,MOYENNE,48.893163974098265,2.413119553706935,48.89560207433252,2.426308679232036,Métro 5
Jaurès,Stalingrad,True,0.3,2.5,ELEVE,MOYENNE,48.88302391342934,2.371438959985608,48.8841445128949,2.367348121277192,Métro 5
Jaurès,Laumière,True,0.58,3.0,ELEVE,ELEVE,48.88302391342934,2.371438959985608,48.88520088689033,2.3793117790181,Métro 5
République,Jacques Bonsergent,True,0.37,2.0,MOYENNE,MOYENNE,48.867687468165165,2.3640990472225725,48.87066646803471,2.3611315892483544,Métro 5
République,Oberkampf,True,0.44,2.5,MOYENNE,ELEVE,48.867687468165165,2.3640990472225725,48.86464456516527,2.3686045625807752,Métro 5
Bobigny Pablo Picasso,Bobigny-Pantin - Raymond Queneau,True,1.91,2.0,MOYENNE,MOYENNE,48.90636679503056,2.449301336646573,48.89560207433252,2.426308679232036,Métro 5
Oberkampf,Richard-Lenoir,True,0.54,2.5,ELEVE,MOYENNE,48.86464456516527,2.3686045625807752,48.85987693786871,2.371813630476951,Métro 5
Place d'Italie,Campo-Formio,True,0.51,2.0,MOYENNE,MOYENNE,48.83096622708413,2.35559694336975,48.83559543123327,2.358468834639247,Métro 5
Saint-Marcel,Campo-Formio,True,0.34,2.0,MOYENNE,MOYENNE,48.83847698406796,2.3608176665940044,48.83559543123327,2.358468834639247,Métro 5
Saint-Marcel,Gare d'Austerlitz,True,0.51,2.0,MOYENNE,MOYENNE,48.83847698406796,2.3608176665940044,48.84229779662816,2.3656078807625422,Métro 5
Bréguet-Sabin,Bastille,True,0.32,2.0,MOYENNE,MOYENNE,48.85624405468632,2.370194668589752,48.85328747830434,2.368922075646989,Métro 5
Bréguet-Sabin,Richard-Lenoir,True,0.39,2.0,MOYENNE,MOYENNE,48.85624405468632,2.370194668589752,48.85987693786871,2.371813630476951,Métro 5
Gare de l'Est,Gare du Nord,True,0.36,2.0,MOYENNE,MOYENNE,48.87616299446643,2.35806459441865,48.87968001223662,2.357342884924845,Métro 5
Gare de l'Est,Jacques Bonsergent,True,0.6,2.0,MOYENNE,MOYENNE,48.87616299446643,2.35806459441865,48.87066646803471,2.3611315892483544,Métro 5
Hoche,Porte de Pantin,True,0.81,2.0,MOYENNE,MOYENNE,48.8914957494373,2.403114154894396,48.88845921134684,2.3921229723281483,Métro 5
Ourcq,Porte de Pantin,True,0.39,2.5,ELEVE,MOYENNE,48.88714990283661,2.3866765356019912,48.88845921134684,2.3921229723281483,Métro 5
Ourcq,Laumière,True,0.54,3.0,ELEVE,ELEVE,48.88714990283661,2.3866765356019912,48.88520088689033,2.3793117790181,Métro 5
Bastille,Quai de la Rapée,True,0.73,2.0,MOYENNE,MOYENNE,48.85328747830434,2.368922075646989,48.84649085420337,2.365992890937552,Métro 5
Gare du Nord,Stalingrad,True,0.82,2.0,MOYENNE,MOYENNE,48.87968001223662,2.357342884924845,48.8841445128949,2.367348121277192,Métro 5
Gare d'Austerlitz,Quai de la Rapée,True,0.43,2.0,MOYENNE,MOYENNE,48.84229779662816,2.3656078807625422,48.84649085420337,2.365992890937552,Métro 5
Boissière,Trocadéro,True,0.38,2.0,MOYENNE,MOYENNE,48.8668483434173,2.2900328376074373,48.86346147371448,2.287625377853519,Métro 6
Boissière,Kléber,True,0.52,2.0,MOYENNE,MOYENNE,48.8668483434173,2.2900328376074373,48.87148941293503,2.293146137248626,Métro 6
Charles de Gaulle - Etoile,Kléber,True,0.27,2.0,MOYENNE,MOYENNE,48.87383861478572,2.294995735441831,48.87148941293503,2.293146137248626,Métro 6
Place d'Italie,Corvisart,True,0.39,2.0,MOYENNE,MOYENNE,48.830991153013954,2.3560502682264337,48.82986001331238,2.350611225926166,Métro 6
Place d'Italie,Nationale,True,0.51,2.0,MOYENNE,MOYENNE,48.830991153013954,2.3560502682264337,48.83318160406702,2.362857958087621,Métro 6
Montparnasse Bienvenue,Edgar Quinet,True,0.31,2.0,MOYENNE,MOYENNE,48.84213060781436,2.3212187199903807,48.84098044632817,2.3253749636089105,Métro 6
Montparnasse Bienvenue,Pasteur,True,0.57,2.0,MOYENNE,MOYENNE,48.84213060781436,2.3212187199903807,48.842482718285865,2.312792651441268,Métro 6
Nation,Picpus,True,0.47,2.0,MOYENNE,MOYENNE,48.84789550545761,2.3958598043279085,48.84510324750185,2.401274538822374,Métro 6
Picpus,Bel-Air,True,0.38,2.0,MOYENNE,MOYENNE,48.84510324750185,2.401274538822374,48.84142733223358,2.400867131995259,Métro 6
Raspail,Edgar Quinet,True,0.39,2.0,MOYENNE,MOYENNE,48.8390661288004,2.33041447123548,48.84098044632817,2.3253749636089105,Métro 6
Raspail,Denfert-Rochereau,True,0.52,2.0,MOYENNE,MOYENNE,48.8390661288004,2.33041447123548,48.83424986732888,2.332803776289825,Métro 6
Trocadéro,Passy,True,0.62,2.0,MOYENNE,MOYENNE,48.86346147371448,2.287625377853519,48.85751508962033,2.285839418881462,Métro 6
Daumesnil,Bel-Air,True,0.37,2.0,MOYENNE,MOYENNE,48.839537421644565,2.396146067915452,48.84142733223358,2.400867131995259,Métro 6
Daumesnil,Dugommier,True,0.45,2.0,MOYENNE,MOYENNE,48.839537421644565,2.396146067915452,48.83903652832887,2.3895997700798097,Métro 6
Dugommier,Bercy,True,0.7,2.0,MOYENNE,MOYENNE,48.83903652832887,2.3895997700798097,48.840176028121896,2.379463070185257,Métro 6
Denfert-Rochereau,Saint-Jacques,True,0.33,2.0,MOYENNE,MOYENNE,48.83424986732888,2.332803776289825,48.832916006219165,2.337154370925007,Métro 6
Bercy,Quai de la Gare,True,0.55,2.0,MOYENNE,MOYENNE,48.840176028121896,2.379463070185257,48.8370742706096,2.372766248948172,Métro 6
Pasteur,Sèvres-Lecourbe,True,0.39,2.0,MOYENNE,MOYENNE,48.842482718285865,2.312792651441268,48.84564768265073,2.309529610430393,Métro 6
Bir-Hakeim,Passy,True,0.44,2.0,MOYENNE,MOYENNE,48.85392536837598,2.2894007376346,48.85751508962033,2.285839418881462,Métro 6
Bir-Hakeim,Dupleix,True,0.46,2.0,MOYENNE,MOYENNE,48.85392536837598,2.2894007376346,48.8504116258067,2.293663726731039,Métro 6
Corvisart,Glacière,True,0.5,2.0,MOYENNE,MOYENNE,48.82986001331238,2.350611225926166,48.83117023524584,2.3434974927179884,Métro 6
Cambronne,La Motte-Picquet - Grenelle,True,0.3,2.0,MOYENNE,MOYENNE,48.84754311219352,2.302941728337612,48.84876544812232,2.298957096977008,Métro 6
Cambronne,Sèvres-Lecourbe,True,0.49,2.0,MOYENNE,MOYENNE,48.84754311219352,2.302941728337612,48.84564768265073,2.309529610430393,Métro 6
Glacière,Saint-Jacques,True,0.47,2.0,MOYENNE,MOYENNE,48.83117023524584,2.3434974927179884,48.832916006219165,2.337154370925007,Métro 6
La Motte-Picquet - Grenelle,Dupleix,True,0.4,2.0,MOYENNE,MOYENNE,48.84876544812232,2.298957096977008,48.8504116258067,2.293663726731039,Métro 6
Quai de la Gare,Chevaleret,True,0.38,2.0,MOYENNE,MOYENNE,48.8370742706096,2.372766248948172,48.83494516788824,2.3680951237726693,Métro 6
Chevaleret,Nationale,True,0.4,2.0,MOYENNE,MOYENNE,48.83494516788824,2.3680951237726693,48.83318160406702,2.362857958087621,Métro 6
Censier - Daubenton,Place Monge,True,0.25,2.0,MOYENNE,MOYENNE,48.84022624851393,2.351626572605499,48.842666385642886,2.3521548685787708,Métro 7
Censier - Daubenton,Les Gobelins,True,0.45,2.0,MOYENNE,MOYENNE,48.84022624851393,2.351626572605499,48.83589170669027,2.3525311653622043,Métro 7
Chaussée d'Antin - La Fayette,Opéra,True,0.3,1.5,MOYENNE,FAIBLE,48.87313420577469,2.333738594408701,48.87030303390994,2.3324387808144875,Métro 7
Chaussée d'Antin - La Fayette,Le Peletier,True,0.47,1.5,MOYENNE,FAIBLE,48.87313420577469,2.333738594408701,48.87485179367072,2.340206459456337,Métro 7
Gare de l'Est,Château Landon,True,0.35,2.0,MOYENNE,MOYENNE,48.87627121454162,2.358120525273069,48.87844145573239,2.3620179355106075,Métro 7
Gare de l'Est,Poissonnière,True,0.64,1.5,MOYENNE,FAIBLE,48.87627121454162,2.358120525273069,48.87716484925024,2.3487397513900734,Métro 7
Mairie d'Ivry,Pierre et Marie Curie,True,0.64,2.0,MOYENNE,MOYENNE,48.811210093393306,2.383498053635828,48.81583650099709,2.377246886036494,Métro 7
Palais Royal - Musée du Louvre,Pyramides,True,0.37,1.5,MOYENNE,FAIBLE,48.86268399776967,2.337007354765684,48.86588028991413,2.334417535966556,Métro 7
Palais Royal - Musée du Louvre,Pont Neuf,True,0.53,1.5,MOYENNE,FAIBLE,48.86268399776967,2.337007354765684,48.85854633926832,2.341776749148542,Métro 7
Pont Neuf,Châtelet,True,0.46,1.5,FAIBLE,MOYENNE,48.85854633926832,2.341776749148542,48.85695346078533,2.3481609912345776,Métro 7
Porte de la Villette,Corentin Cariou,True,0.4,1.5,MOYENNE,FAIBLE,48.89780269235572,2.385869033143345,48.89467266005628,2.382291557164633,Métro 7
Porte de la Villette,Aubervilliers-Pantin Quatre Chemins,True,0.75,2.0,MOYENNE,MOYENNE,48.89780269235572,2.385869033143345,48.90375706036556,2.3922205712292195,Métro 7
Villejuif Léo Lagrange,Le Kremlin-Bicêtre,True,0.62,2.0,MOYENNE,MOYENNE,48.80436739901952,2.364068547658874,48.81025257278989,2.362130413802561,Métro 7
Villejuif Léo Lagrange,Villejuif Paul Vaillant-Couturier,True,0.88,2.0,MOYENNE,MOYENNE,48.80436739901952,2.364068547658874,48.79631793416014,2.3683316015776423,Métro 7
Villejuif Paul Vaillant-Couturier,Villejuif - Louis Aragon,True,0.9,2.0,MOYENNE,MOYENNE,48.79631793416014,2.3683316015776423,48.78753717099888,2.36783901176962,Métro 7
Corentin Cariou,Crimée,True,0.53,1.5,FAIBLE,MOYENNE,48.89467266005628,2.382291557164633,48.890814345621656,2.3770380600019925,Métro 7
La Courneuve - 8 Mai 1945,Fort d'Aubervilliers,True,0.7,2.0,MOYENNE,MOYENNE,48.92024579662936,2.4102214036405085,48.91475665506255,2.404075377271855,Métro 7
Louis Blanc,Château Landon,True,0.33,2.0,MOYENNE,MOYENNE,48.88124182075271,2.3643562491890786,48.87844145573239,2.3620179355106075,Métro 7
Louis Blanc,Stalingrad,True,0.44,2.0,MOYENNE,MOYENNE,48.88124182075271,2.3643562491890786,48.88437303056126,2.3688985490576733,Métro 7
Maison Blanche,Porte d'Italie,True,0.32,1.5,MOYENNE,FAIBLE,48.82214950607496,2.358412946155939,48.81910659655869,2.3595297331071694,Métro 7
Maison Blanche,Tolbiac,True,0.42,2.0,MOYENNE,MOYENNE,48.82214950607496,2.358412946155939,48.82615323734341,2.357018567738162,Métro 7
Place d'Italie,Les Gobelins,True,0.48,2.0,MOYENNE,MOYENNE,48.83154938471729,2.355330902236442,48.83589170669027,2.3525311653622043,Métro 7
Place d'Italie,Tolbiac,True,0.57,2.0,MOYENNE,MOYENNE,48.83154938471729,2.355330902236442,48.82615323734341,2.357018567738162,Métro 7
Pyramides,Opéra,True,0.47,1.0,FAIBLE,FAIBLE,48.86588028991413,2.334417535966556,48.87030303390994,2.3324387808144875,Métro 7
Châtelet,Pont Marie (Cité des Arts),True,0.72,1.5,MOYENNE,FAIBLE,48.85695346078533,2.3481609912345776,48.85341474936241,2.357349968447059,Métro 7
Crimée,Riquet,True,0.36,1.5,MOYENNE,FAIBLE,48.890814345621656,2.3770380600019925,48.88810829453359,2.373764152701256,Métro 7
Jussieu,Place Monge,True,0.38,2.0,MOYENNE,MOYENNE,48.84596333903808,2.354798309820857,48.842666385642886,2.3521548685787708,Métro 7
Jussieu,Sully - Morland,True,0.72,2.0,MOYENNE,MOYENNE,48.84596333903808,2.354798309820857,48.85120791254347,2.3617517381263218,Métro 7
Pierre et Marie Curie,Porte d'Ivry,True,0.78,1.5,MOYENNE,FAIBLE,48.81583650099709,2.377246886036494,48.82135298833688,2.369294978223312,Métro 7
Porte de Choisy,Porte d'Ivry,True,0.34,1.0,FAIBLE,FAIBLE,48.82005592914816,2.3646785940494577,48.82135298833688,2.369294978223312,Métro 7
Porte de Choisy,Porte d'Italie,True,0.36,1.0,FAIBLE,FAIBLE,48.82005592914816,2.3646785940494577,48.81910659655869,2.3595297331071694,Métro 7
Riquet,Stalingrad,True,0.51,1.5,FAIBLE,MOYENNE,48.88810829453359,2.373764152701256,48.88437303056126,2.3688985490576733,Métro 7
Cadet,Le Peletier,True,0.31,1.0,FAIBLE,FAIBLE,48.87604838013132,2.344383883779656,48.87485179367072,2.340206459456337,Métro 7
Cadet,Poissonnière,True,0.32,1.0,FAIBLE,FAIBLE,48.87604838013132,2.344383883779656,48.87716484925024,2.3487397513900734,Métro 7
Fort d'Aubervilliers,Aubervilliers-Pantin Quatre Chemins,True,1.39,2.0,MOYENNE,MOYENNE,48.91475665506255,2.404075377271855,48.90375706036556,2.3922205712292195,Métro 7
Pont Marie (Cité des Arts),Sully - Morland,True,0.37,1.5,FAIBLE,MOYENNE,48.85341474936241,2.357349968447059,48.85120791254347,2.3617517381263218,Métro 7
Botzaris,Place des Fêtes,True,0.38,2.0,MOYENNE,MOYENNE,48.879534991268365,2.388900951315739,48.87693859004261,2.392959616507311,Métro 7B
Botzaris,Danube,True,0.38,2.0,MOYENNE,MOYENNE,48.879534991268365,2.388900951315739,48.88194921492064,2.393228471227492,Métro 7B
Botzaris,Buttes Chaumont,True,0.51,2.0,MOYENNE,MOYENNE,48.879534991268365,2.388900951315739,48.87849908839857,2.381569842088008,Métro 7B
Danube,Pré-Saint-Gervais,True,0.41,2.0,MOYENNE,MOYENNE,48.88194921492064,2.393228471227492,48.8801595806643,2.398580770693528,Métro 7B
Jaurès,Bolivar,True,0.3,2.0,MOYENNE,MOYENNE,48.88234423020823,2.370451734004561,48.880789805531926,2.374152140698752,Métro 7B
Jaurès,Louis Blanc,True,0.43,2.0,MOYENNE,MOYENNE,48.88234423020823,2.370451734004561,48.88118341152446,2.364365143550256,Métro 7B
Buttes Chaumont,Bolivar,True,0.55,2.0,MOYENNE,MOYENNE,48.87849908839857,2.381569842088008,48.880789805531926,2.374152140698752,Métro 7B
Boucicaut,Félix Faure,True,0.32,1.0,FAIBLE,FAIBLE,48.841024160993214,2.2879184311245595,48.84268433479664,2.2918472203679703,Métro 8
Boucicaut,Lourmel,True,0.45,1.0,FAIBLE,FAIBLE,48.841024160993214,2.2879184311245595,48.83866086365992,2.2822419598550767,Métro 8
Concorde,Madeleine,True,0.41,2.0,MOYENNE,MOYENNE,48.86652125193945,2.3220315426557194,48.86956561611772,2.3260272117729994,Métro 8
Concorde,Invalides,True,0.75,1.5,MOYENNE,FAIBLE,48.86652125193945,2.3220315426557194,48.86109201138112,2.3146326604445164,Métro 8
Ecole Militaire,La Tour-Maubourg,True,0.4,1.0,FAIBLE,FAIBLE,48.85486175512232,2.3064410394306907,48.85766922956403,2.310588789873988,Métro 8
Ecole Militaire,La Motte-Picquet - Grenelle,True,0.76,1.0,FAIBLE,FAIBLE,48.85486175512232,2.3064410394306907,48.84950618174656,2.298745444388579,Métro 8
Ecole Vétérinaire de Maisons-Alfort,Charenton - Ecoles,True,0.88,1.5,FAIBLE,MOYENNE,48.814758684006726,2.422322751702586,48.82125590204953,2.413847237068526,Métro 8
Ecole Vétérinaire de Maisons-Alfort,Maisons-Alfort - Stade,True,1.04,1.5,FAIBLE,MOYENNE,48.814758684006726,2.422322751702586,48.80891847848263,2.434819533389365,Métro 8
Faidherbe - Chaligny,Reuilly - Diderot,True,0.37,1.5,FAIBLE,MOYENNE,48.85020070550927,2.384072471688875,48.84721292669797,2.387201070409392,Métro 8
Faidherbe - Chaligny,Ledru-Rollin,True,0.55,1.5,FAIBLE,MOYENNE,48.85020070550927,2.384072471688875,48.85133776679838,2.376141223318593,Métro 8
Invalides,La Tour-Maubourg,True,0.45,1.0,FAIBLE,FAIBLE,48.86109201138112,2.3146326604445164,48.85766922956403,2.310588789873988,Métro 8
Maisons-Alfort - Les Juilliottes,Créteil - L'Echat,True,0.71,2.0,MOYENNE,MOYENNE,48.80310585036659,2.4457883063759605,48.79661108096057,2.449424047013373,Métro 8
Maisons-Alfort - Les Juilliottes,Maisons-Alfort - Stade,True,0.95,2.0,MOYENNE,MOYENNE,48.80310585036659,2.4457883063759605,48.80891847848263,2.434819533389365,Métro 8
Porte Dorée,Porte de Charenton,True,0.28,1.5,MOYENNE,FAIBLE,48.8350662204656,2.405749381400099,48.83344922287947,2.402511872850073,Métro 8
Porte Dorée,Michel Bizot,True,0.31,1.5,MOYENNE,FAIBLE,48.8350662204656,2.405749381400099,48.83707743103578,2.402366739988004,Métro 8
Strasbourg - Saint-Denis,Bonne Nouvelle,True,0.37,2.0,MOYENNE,MOYENNE,48.86938572399119,2.353744768129407,48.87048144580479,2.348496122542364,Métro 8
Strasbourg - Saint-Denis,République,True,0.67,2.0,MOYENNE,MOYENNE,48.86938572399119,2.353744768129407,48.86742161002706,2.363149406900382,Métro 8
Chemin Vert,Bastille,True,0.39,1.5,FAIBLE,MOYENNE,48.85708736782028,2.368095085385991,48.853425461693256,2.3695064282002,Métro 8
Chemin Vert,Saint-Sébastien - Froissart,True,0.4,1.0,FAIBLE,FAIBLE,48.85708736782028,2.368095085385991,48.86098670797991,2.367370357789606,Métro 8
Commerce,Félix Faure,True,0.24,1.0,FAIBLE,FAIBLE,48.84458485524012,2.293851708440619,48.84268433479664,2.2918472203679703,Métro 8
Commerce,La Motte-Picquet - Grenelle,True,0.6,1.0,FAIBLE,FAIBLE,48.84458485524012,2.293851708440619,48.84950618174656,2.298745444388579,Métro 8
Daumesnil,Michel Bizot,True,0.53,1.5,MOYENNE,FAIBLE,48.83967393140864,2.395573606140371,48.83707743103578,2.402366739988004,Métro 8
Daumesnil,Montgallet,True,0.57,1.5,MOYENNE,FAIBLE,48.83967393140864,2.395573606140371,48.84400507570895,2.3904000136353645,Métro 8
Filles du Calvaire,Saint-Sébastien - Froissart,True,0.22,1.0,FAIBLE,FAIBLE,48.86308830188695,2.366826859795412,48.86098670797991,2.367370357789606,Métro 8
Filles du Calvaire,République,True,0.51,1.5,FAIBLE,MOYENNE,48.86308830188695,2.366826859795412,48.86742161002706,2.363149406900382,Métro 8
Grands Boulevards,Richelieu - Drouot,True,0.3,2.0,MOYENNE,MOYENNE,48.87146677844407,2.342839648636545,48.87173920910264,2.3384190255427955,Métro 8
Grands Boulevards,Bonne Nouvelle,True,0.4,2.0,MOYENNE,MOYENNE,48.87146677844407,2.342839648636545,48.87048144580479,2.348496122542364,Métro 8
Liberté,Charenton - Ecoles,True,0.71,2.0,MOYENNE,MOYENNE,48.82608032193611,2.406409459132366,48.82125590204953,2.413847237068526,Métro 8
Liberté,Porte de Charenton,True,0.8,1.5,MOYENNE,FAIBLE,48.82608032193611,2.406409459132366,48.83344922287947,2.402511872850073,Métro 8
Lourmel,Balard,True,0.33,1.5,FAIBLE,MOYENNE,48.83866086365992,2.2822419598550767,48.83666789483108,2.2783626618092008,Métro 8
Reuilly - Diderot,Montgallet,True,0.39,1.5,MOYENNE,FAIBLE,48.84721292669797,2.387201070409392,48.84400507570895,2.3904000136353645,Métro 8
